date,weekday,sekki,rank,season,season_pt,seasonal_idx,weekday_idx,visitor_idx,kf1,kf2,kf3,mp_point,predicted_sales,predicted_count,actual_sales,actual_count
2023-04-20,木,穀雨,18,LOW SEASON,2.17,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2023-04-21,金,穀雨,18,LOW SEASON,2.17,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2023-04-22,土,穀雨,18,LOW SEASON,2.17,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2023-04-23,日,穀雨,18,LOW SEASON,2.17,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2023-04-24,月,穀雨,18,LOW SEASON,2.17,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2023-04-25,火,穀雨,18,LOW SEASON,2.17,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2023-04-26,水,穀雨,18,LOW SEASON,2.17,2.0,2.0,2.0,2.0,2.47,2.5,2.32,0,0,0,0
2023-04-27,木,穀雨,18,LOW SEASON,2.17,2.0,3.0,2.0,2.33,2.47,2.5,2.43,0,0,0,0
2023-04-28,金,穀雨,18,LOW SEASON,2.17,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2023-04-29,土,穀雨,18,LOW SEASON,2.17,2.0,5.0,2.0,3.0,2.47,2.5,2.66,0,0,0,0
2023-04-30,日,穀雨,18,LOW SEASON,2.17,2.0,4.0,2.0,2.67,2.47,2.5,2.55,0,0,0,0
2023-05-01,月,穀雨,18,LOW SEASON,2.17,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-02,火,穀雨,18,LOW SEASON,2.17,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-03,水,穀雨,18,LOW SEASON,2.17,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-04,木,穀雨,18,LOW SEASON,2.17,4.0,3.0,4.0,3.67,1.54,1.39,2.2,0,0,0,0
2023-05-05,金,穀雨,18,LOW SEASON,2.17,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-06,土,立夏,13,FLOW SEASON,3.0,4.0,5.0,4.0,4.33,1.54,1.39,2.42,0,0,0,0
2023-05-07,日,立夏,13,FLOW SEASON,3.0,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-08,月,立夏,13,FLOW SEASON,3.0,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-09,火,立夏,13,FLOW SEASON,3.0,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-10,水,立夏,13,FLOW SEASON,3.0,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-11,木,立夏,13,FLOW SEASON,3.0,4.0,3.0,4.0,3.67,1.54,1.39,2.2,0,0,0,0
2023-05-12,金,立夏,13,FLOW SEASON,3.0,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-13,土,立夏,13,FLOW SEASON,3.0,4.0,5.0,4.0,4.33,1.54,1.39,2.42,0,0,0,0
2023-05-14,日,立夏,13,FLOW SEASON,3.0,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-15,月,立夏,13,FLOW SEASON,3.0,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-16,火,立夏,13,FLOW SEASON,3.0,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-17,水,立夏,13,FLOW SEASON,3.0,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-18,木,立夏,13,FLOW SEASON,3.0,4.0,3.0,4.0,3.67,1.54,1.39,2.2,0,0,0,0
2023-05-19,金,立夏,13,FLOW SEASON,3.0,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-20,土,立夏,13,FLOW SEASON,3.0,4.0,5.0,4.0,4.33,1.54,1.39,2.42,0,0,0,0
2023-05-21,日,小満,14,FLOW SEASON,2.83,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-22,月,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-23,火,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-24,水,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,0,0
2023-05-25,木,小満,14,FLOW SEASON,2.83,4.0,3.0,4.0,3.67,1.54,1.39,2.2,0,0,0,0
2023-05-26,金,小満,14,FLOW SEASON,2.83,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,0,0
2023-05-27,土,小満,14,FLOW SEASON,2.83,4.0,5.0,4.0,4.33,1.54,1.39,2.42,0,0,884000,247
2023-05-28,日,小満,14,FLOW SEASON,2.83,4.0,4.0,4.0,4.0,1.54,1.39,2.31,0,0,576200,130
2023-05-29,月,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,197800,40
2023-05-30,火,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,74900,19
2023-05-31,水,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,1.54,1.39,2.09,0,0,241850,70
2023-06-01,木,小満,14,FLOW SEASON,2.83,4.0,3.0,4.0,3.67,2.1,2.1,2.62,0,0,433200,122
2023-06-02,金,小満,14,FLOW SEASON,2.83,4.0,4.0,4.0,4.0,2.1,2.1,2.73,0,0,393050,86
2023-06-03,土,小満,14,FLOW SEASON,2.83,4.0,5.0,4.0,4.33,2.1,2.1,2.84,0,0,342450,89
2023-06-04,日,小満,14,FLOW SEASON,2.83,4.0,4.0,4.0,4.0,2.1,2.1,2.73,0,0,234700,65
2023-06-05,月,小満,14,FLOW SEASON,2.83,4.0,2.0,4.0,3.33,2.1,2.1,2.51,0,0,105450,29
2023-06-06,火,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,0,0,254350,63
2023-06-07,水,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,0,0,180750,43
2023-06-08,木,芒種,10,HIGH SEASON,3.5,4.0,3.0,4.0,3.67,2.1,2.1,2.62,433200,122,508050,132
2023-06-09,金,芒種,10,HIGH SEASON,3.5,4.0,4.0,4.0,4.0,2.1,2.1,2.73,393050,86,171600,44
2023-06-10,土,芒種,10,HIGH SEASON,3.5,4.0,5.0,4.0,4.33,2.1,2.1,2.84,342450,89,775950,251
2023-06-11,日,芒種,10,HIGH SEASON,3.5,4.0,4.0,4.0,4.0,2.1,2.1,2.73,234700,65,1369250,357
2023-06-12,月,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,105450,29,534700,133
2023-06-13,火,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,254350,63,306850,82
2023-06-14,水,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,180750,43,414950,140
2023-06-15,木,芒種,10,HIGH SEASON,3.5,4.0,3.0,4.0,3.67,2.1,2.1,2.62,470625,127,1371750,302
2023-06-16,金,芒種,10,HIGH SEASON,3.5,4.0,4.0,4.0,4.0,2.1,2.1,2.73,282325,65,874850,219
2023-06-17,土,芒種,10,HIGH SEASON,3.5,4.0,5.0,4.0,4.33,2.1,2.1,2.84,559200,170,1770950,443
2023-06-18,日,芒種,10,HIGH SEASON,3.5,4.0,4.0,4.0,4.0,2.1,2.1,2.73,801975,211,590300,137
2023-06-19,月,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,320075,81,560900,132
2023-06-20,火,芒種,10,HIGH SEASON,3.5,4.0,2.0,4.0,3.33,2.1,2.1,2.51,280600,72,712500,169
2023-06-21,水,夏至,7,HIGH SEASON,4.0,4.0,2.0,4.0,3.33,2.1,2.1,2.51,297850,91,839550,200
2023-06-22,木,夏至,7,HIGH SEASON,4.0,4.0,3.0,4.0,3.67,2.1,2.1,2.62,771000,185,534550,149
2023-06-23,金,夏至,7,HIGH SEASON,4.0,4.0,4.0,4.0,4.0,2.1,2.1,2.73,479833,116,672000,160
2023-06-24,土,夏至,7,HIGH SEASON,4.0,4.0,5.0,4.0,4.33,2.1,2.1,2.84,963116,261,1678200,413
2023-06-25,日,夏至,7,HIGH SEASON,4.0,4.0,4.0,4.0,4.0,2.1,2.1,2.73,731416,186,1793100,435
2023-06-26,月,夏至,7,HIGH SEASON,4.0,4.0,2.0,4.0,3.33,2.1,2.1,2.51,400350,98,736300,210
2023-06-27,火,夏至,7,HIGH SEASON,4.0,4.0,2.0,4.0,3.33,2.1,2.1,2.51,424566,104,1102500,259
2023-06-28,水,夏至,7,HIGH SEASON,4.0,4.0,2.0,4.0,3.33,2.1,2.1,2.51,478416,127,897000,240
2023-06-29,木,夏至,7,HIGH SEASON,4.0,4.0,3.0,4.0,3.67,2.1,2.1,2.62,711887,176,340900,87
2023-06-30,金,夏至,7,HIGH SEASON,4.0,4.0,4.0,4.0,4.0,2.1,2.1,2.73,527875,127,454050,118
2023-07-01,土,夏至,7,HIGH SEASON,4.0,5.0,5.0,5.0,5.0,3.75,3.79,4.18,0,0,1014100,217
2023-07-02,日,夏至,7,HIGH SEASON,4.0,5.0,4.0,5.0,4.67,3.75,3.79,4.07,0,0,1152450,279
2023-07-03,月,夏至,7,HIGH SEASON,4.0,5.0,2.0,5.0,4.0,3.75,3.79,3.85,0,0,667550,154
2023-07-04,火,夏至,7,HIGH SEASON,4.0,5.0,2.0,5.0,4.0,3.75,3.79,3.85,0,0,808100,201
2023-07-05,水,夏至,7,HIGH SEASON,4.0,5.0,2.0,5.0,4.0,3.75,3.79,3.85,0,0,1095450,264
2023-07-06,木,夏至,7,HIGH SEASON,4.0,5.0,3.0,5.0,4.33,3.75,3.79,3.96,0,0,1606550,305
2023-07-07,金,小暑,4,TOP SEASON,4.5,5.0,4.0,5.0,4.67,3.75,3.79,4.07,0,0,1776600,392
2023-07-08,土,小暑,4,TOP SEASON,4.5,5.0,5.0,5.0,5.0,3.75,3.79,4.18,1014100,217,2543200,565
2023-07-09,日,小暑,4,TOP SEASON,4.5,5.0,4.0,5.0,4.67,3.75,3.79,4.07,1152450,279,2290800,513
2023-07-10,月,小暑,4,TOP SEASON,4.5,5.0,2.0,5.0,4.0,3.75,3.79,3.85,667550,154,1209200,293
2023-07-11,火,小暑,4,TOP SEASON,4.5,5.0,2.0,5.0,4.0,3.75,3.79,3.85,808100,201,809150,181
2023-07-12,水,小暑,4,TOP SEASON,4.5,5.0,2.0,5.0,4.0,3.75,3.79,3.85,1095450,264,797350,175
2023-07-13,木,小暑,4,TOP SEASON,4.5,5.0,3.0,5.0,4.33,3.75,3.79,3.96,1606550,305,950750,220
2023-07-14,金,小暑,4,TOP SEASON,4.5,5.0,4.0,5.0,4.67,3.75,3.79,4.07,1776600,392,1716650,373
2023-07-15,土,小暑,4,TOP SEASON,4.5,5.0,5.0,5.0,5.0,3.75,3.79,4.18,1778650,391,1238100,252
2023-07-16,日,小暑,4,TOP SEASON,4.5,5.0,4.0,5.0,4.67,3.75,3.79,4.07,1721625,396,2859500,660
2023-07-17,月,小暑,4,TOP SEASON,4.5,5.0,2.0,5.0,4.0,3.75,3.79,3.85,938375,223,1453000,353
2023-07-18,火,小暑,4,TOP SEASON,4.5,5.0,2.0,5.0,4.0,3.75,3.79,3.85,808625,191,1124900,280
2023-07-19,水,小暑,4,TOP SEASON,4.5,5.0,2.0,5.0,4.0,3.75,3.79,3.85,946400,219,1824200,410
2023-07-20,木,小暑,4,TOP SEASON,4.5,5.0,3.0,5.0,4.33,3.75,3.79,3.96,1278650,262,1916150,440
2023-07-21,金,小暑,4,TOP SEASON,4.5,5.0,4.0,5.0,4.67,3.75,3.79,4.07,1746625,382,2344750,509
2023-07-22,土,小暑,4,TOP SEASON,4.5,5.0,5.0,5.0,5.0,3.75,3.79,4.18,1598466,344,3013450,717
2023-07-23,日,大暑,9,HIGH SEASON,3.67,5.0,4.0,5.0,4.67,3.75,3.79,4.07,2100916,484,1856550,453
2023-07-24,月,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.79,3.85,1109916,266,1372100,314
2023-07-25,火,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.79,3.85,914050,220,1600950,315
2023-07-26,水,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.79,3.85,1239000,283,1391400,334
2023-07-27,木,大暑,9,HIGH SEASON,3.67,5.0,3.0,5.0,4.33,3.75,3.79,3.96,1491150,321,1640850,335
2023-07-28,金,大暑,9,HIGH SEASON,3.67,5.0,4.0,5.0,4.67,3.75,3.79,4.07,1946000,424,2115300,410
2023-07-29,土,大暑,9,HIGH SEASON,3.67,5.0,5.0,5.0,5.0,3.75,3.79,4.18,1952212,437,2513250,487
2023-07-30,日,大暑,9,HIGH SEASON,3.67,5.0,4.0,5.0,4.67,3.75,3.79,4.07,2039825,476,1663350,389
2023-07-31,月,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.79,3.85,1175462,278,976900,246
2023-08-01,火,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.81,3.85,0,0,1582850,342
2023-08-02,水,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.81,3.85,0,0,1428300,310
2023-08-03,木,大暑,9,HIGH SEASON,3.67,5.0,3.0,5.0,4.33,3.75,3.81,3.96,0,0,1262750,316
2023-08-04,金,大暑,9,HIGH SEASON,3.67,5.0,4.0,5.0,4.67,3.75,3.81,4.08,0,0,1739150,343
2023-08-05,土,大暑,9,HIGH SEASON,3.67,5.0,5.0,5.0,5.0,3.75,3.81,4.19,0,0,2638350,570
2023-08-06,日,大暑,9,HIGH SEASON,3.67,5.0,4.0,5.0,4.67,3.75,3.81,4.08,0,0,1107800,288
2023-08-07,月,大暑,9,HIGH SEASON,3.67,5.0,2.0,5.0,4.0,3.75,3.81,3.85,0,0,1441400,322
2023-08-08,火,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1582850,342,1954950,376
2023-08-09,水,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1428300,310,1685400,391
2023-08-10,木,立秋,2,TOP SEASON,4.83,5.0,3.0,5.0,4.33,3.75,3.81,3.96,1262750,316,1922750,441
2023-08-11,金,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,3.75,3.81,4.08,1739150,343,2227150,447
2023-08-12,土,立秋,2,TOP SEASON,4.83,5.0,5.0,5.0,5.0,3.75,3.81,4.19,2638350,570,2326700,505
2023-08-13,日,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,3.75,3.81,4.08,1107800,288,2284350,527
2023-08-14,月,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1441400,322,1941150,456
2023-08-15,火,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1768900,359,2011750,477
2023-08-16,水,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1556850,350,839700,215
2023-08-17,木,立秋,2,TOP SEASON,4.83,5.0,3.0,5.0,4.33,3.75,3.81,3.96,1592750,378,975050,277
2023-08-18,金,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,3.75,3.81,4.08,1983150,395,1828650,387
2023-08-19,土,立秋,2,TOP SEASON,4.83,5.0,5.0,5.0,5.0,3.75,3.81,4.19,2482525,537,2302400,515
2023-08-20,日,立秋,2,TOP SEASON,4.83,5.0,4.0,5.0,4.67,3.75,3.81,4.08,1696075,407,1797850,428
2023-08-21,月,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1691275,389,1355750,329
2023-08-22,火,立秋,2,TOP SEASON,4.83,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1849850,398,1313000,281
2023-08-23,水,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1317800,305,1240400,258
2023-08-24,木,処暑,5,TOP SEASON,4.33,5.0,3.0,5.0,4.33,3.75,3.81,3.96,1386850,344,1166100,230
2023-08-25,金,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,3.75,3.81,4.08,1931650,392,1324050,265
2023-08-26,土,処暑,5,TOP SEASON,4.33,5.0,5.0,5.0,5.0,3.75,3.81,4.19,2422483,530,1780800,407
2023-08-27,日,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,3.75,3.81,4.08,1730000,414,1594850,341
2023-08-28,月,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1579433,369,832100,209
2023-08-29,火,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1715637,369,1184300,259
2023-08-30,水,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,3.75,3.81,3.85,1298450,293,1216400,322
2023-08-31,木,処暑,5,TOP SEASON,4.33,5.0,3.0,5.0,4.33,3.75,3.81,3.96,1331662,316,1040450,259
2023-09-01,金,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,1.32,1.41,2.47,0,0,1240890,263
2023-09-02,土,処暑,5,TOP SEASON,4.33,5.0,5.0,5.0,5.0,1.32,1.41,2.58,0,0,1697250,368
2023-09-03,日,処暑,5,TOP SEASON,4.33,5.0,4.0,5.0,4.67,1.32,1.41,2.47,0,0,1522550,343
2023-09-04,月,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,1.32,1.41,2.24,0,0,0,0
2023-09-05,火,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,1.32,1.41,2.24,0,0,0,0
2023-09-06,水,処暑,5,TOP SEASON,4.33,5.0,2.0,5.0,4.0,1.32,1.41,2.24,0,0,0,0
2023-09-07,木,処暑,5,TOP SEASON,4.33,5.0,3.0,5.0,4.33,1.32,1.41,2.35,0,0,0,0
2023-09-08,金,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.32,1.41,2.47,1240890,263,0,0
2023-09-09,土,白露,1,TOP SEASON,5.0,5.0,5.0,5.0,5.0,1.32,1.41,2.58,1697250,368,90760,80
2023-09-10,日,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.32,1.41,2.47,1522550,343,85790,73
2023-09-11,月,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.32,1.41,2.24,0,0,21930,19
2023-09-12,火,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.32,1.41,2.24,0,0,31860,28
2023-09-13,水,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.32,1.41,2.24,0,0,75900,58
2023-09-14,木,白露,1,TOP SEASON,5.0,5.0,3.0,5.0,4.33,1.32,1.41,2.35,0,0,36450,32
2023-09-15,金,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.32,1.41,2.47,1240890,263,71190,49
2023-09-16,土,白露,1,TOP SEASON,5.0,5.0,5.0,5.0,5.0,1.32,1.41,2.58,894005,224,122560,118
2023-09-17,日,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.32,1.41,2.47,804170,208,130210,109
2023-09-18,月,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.32,1.41,2.24,21930,19,53510,59
2023-09-19,火,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.32,1.41,2.24,31860,28,54080,45
2023-09-20,水,白露,1,TOP SEASON,5.0,5.0,2.0,5.0,4.0,1.32,1.41,2.24,75900,58,31590,31
2023-09-21,木,白露,1,TOP SEASON,5.0,5.0,3.0,5.0,4.33,1.32,1.41,2.35,36450,32,34600,24
2023-09-22,金,白露,1,TOP SEASON,5.0,5.0,4.0,5.0,4.67,1.32,1.41,2.47,656040,156,54840,47
2023-09-23,土,秋分,8,HIGH SEASON,3.83,5.0,5.0,5.0,5.0,1.32,1.41,2.58,636856,188,109880,91
2023-09-24,日,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,1.32,1.41,2.47,579516,175,104500,86
2023-09-25,月,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.32,1.41,2.24,37720,39,64310,56
2023-09-26,火,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.32,1.41,2.24,42970,36,42050,34
2023-09-27,水,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,1.32,1.41,2.24,53745,44,0,0
2023-09-28,木,秋分,8,HIGH SEASON,3.83,5.0,3.0,5.0,4.33,1.32,1.41,2.35,35525,28,296547,250
2023-09-29,金,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,1.32,1.41,2.47,455640,119,0,0
2023-09-30,土,秋分,8,HIGH SEASON,3.83,5.0,5.0,5.0,5.0,1.32,1.41,2.58,505112,164,0,0
2023-10-01,日,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-02,月,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-03,火,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-04,水,秋分,8,HIGH SEASON,3.83,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-05,木,秋分,8,HIGH SEASON,3.83,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2023-10-06,金,秋分,8,HIGH SEASON,3.83,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-07,土,秋分,8,HIGH SEASON,3.83,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2023-10-08,日,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-09,月,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-10,火,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-11,水,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-12,木,寒露,11,FLOW SEASON,3.33,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2023-10-13,金,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-14,土,寒露,11,FLOW SEASON,3.33,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2023-10-15,日,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-16,月,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-17,火,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-18,水,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-19,木,寒露,11,FLOW SEASON,3.33,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2023-10-20,金,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-21,土,寒露,11,FLOW SEASON,3.33,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2023-10-22,日,寒露,11,FLOW SEASON,3.33,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-23,月,寒露,11,FLOW SEASON,3.33,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-24,火,霜降,15,FLOW SEASON,2.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-25,水,霜降,15,FLOW SEASON,2.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
2023-10-26,木,霜降,15,FLOW SEASON,2.67,5.0,3.0,5.0,4.33,2.47,2.5,3.1,0,0,0,0
2023-10-27,金,霜降,15,FLOW SEASON,2.67,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-28,土,霜降,15,FLOW SEASON,2.67,5.0,5.0,5.0,5.0,2.47,2.5,3.32,0,0,0,0
2023-10-29,日,霜降,15,FLOW SEASON,2.67,5.0,4.0,5.0,4.67,2.47,2.5,3.21,0,0,0,0
2023-10-30,月,霜降,15,FLOW SEASON,2.67,5.0,2.0,5.0,4.0,2.47,2.5,2.99,0,0,0,0
